RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
383,L100126,지축차량기지앞-2,고양교통정보센터,126.8975437,37.6533701
384,L100127,진관동,고양교통정보센터,126.9097878,37.6452443
385,L100128,차병원,고양교통정보센터,126.7747403,37.654763
386,L100129,창릉동 사거리-2,고양교통정보센터,126.8870223,37.6428901
387,L100130,창릉동사거리,고양교통정보센터,126.8878395,37.6431295
388,L100131,킨텍스 그라비스타,고양교통정보센터,126.7467353,37.6633946
389,L100132,킨텍스IC,고양교통정보센터,126.7367346,37.6494244
390,L100133,킨텍스사거리,고양교통정보센터,126.7480047,37.6651251
391,L100134,킨텍스사거리-2,고양교통정보센터,126.7476619,37.6653842
392,L100135,킨텍스사거리-3,고양교통정보센터,126.7487992,37.6651252
393,L100136,킨텍스사거리-4,고양교통정보센터,126.7486574,37.6653323
394,L100137,태극단4,고양교통정보센터,126.7592889,37.692148
395,L100138,토당육교,고양교통정보센터,126.8166537,37.630449
396,L100139,파주 장곡검문소 교차로,고양교통정보센터,126.839994,37.7286607
397,L100140,필리핀참전비,고양교통정보센터,126.8733876,37.6881659
398,L100141,필리핀참전비-2,고양교통정보센터,126.8737874,37.6881777
399,L100142,학림촌,고양교통정보센터,126.7994798,37.6610346
400,L100143,한강자이101동 앞,고양교통정보센터,126.8602396,37.5803729
401,L100144,한류수변공원 앞,고양교통정보센터,126.759807,37.6595069
402,L100145,한류월드IC,고양교통정보센터,126.7487408,37.6453242
403,L100146,한류월드IC-2,고양교통정보센터,126.7483806,37.6450082
404,L100147,항공대역사거리,고양교통정보센터,126.8687689,37.6047904
405,L100148,행신4,고양교통정보센터,126.8338664,37.619308
406,L100149,행신4-2,고양교통정보센터,126.834367,37.6193216
407,L100150,행신지하차도4,고양교통정보센터,126.8491996,37.6166935
408,L100151,행신지하차도4-2,고양교통정보센터,126.8498272,37.6167402
409,L100152,행신지하차도4-3,고양교통정보센터,126.849618,37.6164385
410,L100153,행주IC,고양교통정보센터,126.8181077,37.6058985
411,L100154,행주산성4,고양교통정보센터,126.8212108,37.6101494
412,L100155,행주산성4-2,고양교통정보센터,126.8210257,37.6096713
413,L100156,향동(센트럴타워)-2,고양교통정보센터,126.8900121,37.6011078
414,L100157,향동(중앙로삼거리)-2,고양교통정보센터,126.8821693,37.591638
415,L100158,향동-1-2(센트럴타워),고양교통정보센터,126.8901582,37.6013806
416,L100159,향동2-2,고양교통정보센터,126.8827857,37.5910971
417,L100160,현천IC(파주방면),고양교통정보센터,126.8638567,37.5952062
418,L100161,호반베르디움2218동앞,고양교통정보센터,126.8900979,37.648371
419,L100162,호수주유소,고양교통정보센터,126.7648436,37.6478433
420,L100163,화전4-2,고양교통정보센터,126.8728298,37.5999858
421,L100164,화전사거리,고양교통정보센터,126.8729211,37.5999305
422,L100165,후곡2단지,고양교통정보센터,126.764195,37.6835482
423,L100166,흥도IC-1,고양교통정보센터,126.8544406,37.6227122
424,L100167,흥도IC-2,고양교통정보센터,126.854151,37.6223978
425,L100168,흥도교차로,고양교통정보센터,126.8707077,37.636914
426,L100169,흥도교차로-2,고양교통정보센터,126.8705017,37.6373694
427,L100170,흥도교차로-3,고양교통정보센터,126.8709201,37.6374034
428,L100171,흥도교차로-4,고양교통정보센터,126.8710167,37.6367152
429,L100172,흥도교차로-5,고양교통정보센터,126.8700873,37.6366239
430,E53001,2청사 로터리-1,광양교통정보센터,127.5826599,34.9787772
431,E53002,2청사 로터리-2,광양교통정보센터,127.5830538,34.9787347
432,E53003,2청사 앞 회전교차로,광양교통정보센터,127.582913,34.978924
433,E53004,LF 앞 사거리,광양교통정보센터,127.5655058,34.9642297
434,E53005,골약교차로,광양교통정보센터,127.6797273,34.9435305
435,E53006,광양경찰서 앞 사거리,광양교통정보센터,127.6027599,34.9642412
436,E53007,광양병원 앞 사거리,광양교통정보센터,127.5817062,34.9708707
437,E53008,광양읍사무소 앞 사거리,광양교통정보센터,127.5817682,34.9737298
438,E53009,광영동 부영1차 앞 삼거리,광양교통정보센터,127.7289829,34.9620324
439,E53010,광영동 부영2차 앞 삼거리,광양교통정보센터,127.7296346,34.9597632
440,E53011,광영파출소 앞 사거리,광양교통정보센터,127.7197081,34.962142
441,E53012,금정불고기 앞 사거리,광양교통정보센터,127.6951213,34.9396207
442,E53013,금호교차로,광양교통정보센터,127.7223475,34.9487549
443,E53014,길호 먹거리 타운 앞 사거리,광양교통정보센터,127.6984488,34.9285956
444,E53015,노르웨이 앞 사거리,광양교통정보센터,127.6955373,34.9501955
445,E53016,덕례 사거리,광양교통정보센터,127.5791521,34.9632621
446,E53017,도이마을 앞 삼거리,광양교통정보센터,127.6718367,34.9327588
447,E53018,도이마을 앞 삼거리,광양교통정보센터,127.6717944,34.9327362
448,E53019,마동생태공원앞 사거리,광양교통정보센터,127.6979896,34.9441559
449,E53020,목성중앙로 사거리,광양교통정보센터,127.58915,34.9747774
450,E53021,물관리센터 앞 사거리,광양교통정보센터,127.7013867,34.9390166
451,E53022,서산교 사거리,광양교통정보센터,127.5806328,34.9677586
452,E53023,석곡교 앞 삼거리,광양교통정보센터,127.6197697,35.0137334
453,E53024,석정삼거리,광양교통정보센터,127.6074308,34.965311
454,E53025,석평마을 앞 회전교차로,광양교통정보센터,127.5848405,35.0133687
455,E53026,섬거 사거리,광양교통정보센터,127.7201537,35.01842
456,E53027,성호2차 앞 사거리,광양교통정보센터,127.6891037,34.9310362
457,E53028,수월정,광양교통정보센터,127.7214819,35.0789969
458,E53029,순광로~덕용로 삼거리,광양교통정보센터,127.5542251,34.9649976
459,E53030,신원회전교차로,광양교통정보센터,127.7366691,35.0627815
460,E53031,옥곡육교 삼거리,광양교통정보센터,127.7065717,34.9849389
461,E53032,용강입구 사거리,광양교통정보센터,127.5931555,34.9749673
462,E53033,우시장 사거리,광양교통정보센터,127.5931841,34.9711614
463,E53034,월평교 앞 사거리,광양교통정보센터,127.5809492,34.9562582
464,E53035,의암 사거리,광양교통정보센터,127.7162974,34.9747623
465,E53036,의암 사거리,광양교통정보센터,127.7162588,34.9748059
466,E53037,의암교차로,광양교통정보센터,127.7185797,34.9779632
467,E53038,인동 교차로-1,광양교통정보센터,127.5892822,34.9706915
468,E53039,인동 교차로-2,광양교통정보센터,127.5895147,34.9706633
469,E53040,인동 교차로-3,광양교통정보센터,127.5897212,34.970829
470,E53041,인동교차로,광양교통정보센터,127.5894842,34.9708816
471,E53042,정산교차로,광양교통정보센터,127.676011,34.9496149
472,E53044,제철 삼거리,광양교통정보센터,127.7374589,34.9314658
473,E53043,제철 삼거리,광양교통정보센터,127.7380613,34.9317245
474,E53045,제철소 1문 앞 사거리,광양교통정보센터,127.7261711,34.9317882
475,E53047,중마교 앞 사거리,광양교통정보센터,127.6894367,34.9241042
476,E53046,중마교 앞 사거리,광양교통정보센터,127.6893484,34.9240146
477,E53048,중마동터미널 앞 사거리,광양교통정보센터,127.6981635,34.9359261
478,E53049,진월톨게이트 앞 삼거리,광양교통정보센터,127.7464328,34.9736212
479,E53050,진월톨게이트 앞 삼거리,광양교통정보센터,127.7465131,34.9736985
480,E53051,초남삼거리,광양교통정보센터,127.6226121,34.9211119
481,E53052,칠성초등학교 앞 사거리,광양교통정보센터,127.5776424,34.978471
482,E53053,컨테이너부두 사거리,광양교통정보센터,127.6891541,34.9394323
483,E53054,태인동 1664-1번지 앞 사거리,광양교통정보센터,127.7470549,34.9347964
484,E53055,해돋이식당,광양교통정보센터,127.7131949,35.0823944
485,L310032,각화문흥지구입구,광주광역시,126.934009,35.189613
486,L310002,각화사거리,광주광역시,126.937313,35.18052
487,L310106,계림오거리,광주광역시,126.920793,35.154678
488,L310040,계수사거리,광주광역시,126.856366,35.163001
489,L310050,광산IC사거리,광주광역시,126.825196,35.218538
490,L310059,광주공항사거리,광주광역시,126.81188,35.143939
491,L310003,광주역,광주광역시,126.908765,35.16444
492,L310037,광주청입구,광주광역시,126.801449,35.162464
493,L310102,광천사거리,광주광역시,126.883534,35.16157
494,L310035,광천오거리,광주광역시,126.887503,35.161071
495,L310009,금남로4가역,광주광역시,126.915316,35.150271
496,L310010,금남로5가역,광주광역시,126.909682,35.153687
497,L310085,금호동CBS사거리,광주광역시,126.858892,35.138115
498,L310064,금호삼거리,광주광역시,126.848939,35.132157
499,L310022,남광주사거리,광주광역시,126.922671,35.139421
500,L310018,내남동입구,광주광역시,126.9408,35.093497
501,L310054,농성광장,광주광역시,126.883799,35.153278
502,L310067,대성여고삼거리,광주광역시,126.899282,35.118887
503,L310024,대성초교사거리,광주광역시,126.903394,35.143966
504,L310101,대인광장,광주광역시,126.912276,35.155379
505,L310122,대촌교차로,광주광역시,126.831597,35.079706
506,L310029,도동고개삼거리,광주광역시,126.935081,35.202692
507,L310004,돌고개사거리,광주광역시,126.895846,35.151585
508,L310099,동구청오거리,광주광역시,126.921682,35.145645
509,L310045,동림IC,광주광역시,126.862893,35.1881
510,L310103,동운고가,광주광역시,126.884311,35.170909
511,L310096,두암IC,광주광역시,126.939295,35.16166
512,L310033,말바우사거리,광주광역시,126.922457,35.170768
513,L310025,매일유업사거리,광주광역시,126.780457,35.152323
514,L310093,목련사거리,광주광역시,126.817107,35.171836
515,L310086,무각사삼거리,광주광역시,126.854941,35.152591
516,L310034,무등경기장사거리,광주광역시,126.89048,35.169093
517,L310039,무진대로(유덕교~유덕IC),광주광역시,126.83689,35.16165
518,L310001,문화사거리,광주광역시,126.930945,35.181481
519,L310119,문흥지구입구사거리,광주광역시,126.92891,35.189827
520,L310011,미래로21병원,광주광역시,126.885903,35.140889
521,L310008,민주광장,광주광역시,126.919517,35.147304
522,L310065,백운광장,광주광역시,126.901536,35.133049
523,L310028,본덕교차로,광주광역시,126.770053,35.083481
524,L310117,본촌산단사거리,광주광역시,126.876241,35.19791
525,L310082,북구청사거리,광주광역시,126.912613,35.173758
526,L310073,북부경찰서사거리,광주광역시,126.898109,35.1872
527,L310069,빛고을CC사거리,광주광역시,126.901102,35.1017
528,L310110,산수오거리,광주광역시,126.931527,35.154486
529,L310043,산월IC,광주광역시,126.839512,35.202292
530,L310107,산장입구사거리,광주광역시,126.920765,35.161064
531,L310058,상록공원교차로,광주광역시,126.887919,35.15348
532,L310038,상무교차로,광주광역시,126.81971,35.161285
533,L310056,상무마륵역삼거리,광주광역시,126.841211,35.143101
534,L310057,상무역사거리,광주광역시,126.848664,35.146537
535,L310098,서광주역교차로,광주광역시,126.848038,35.126592
536,L310071,서방사거리,광주광역시,126.919368,35.164592
537,L310055,서창IC,광주광역시,126.832354,35.139805
538,L310030,석곡파출소,광주광역시,126.945131,35.210404
539,L310017,소태IC,광주광역시,126.934543,35.116567
540,L310068,송암고가IC,광주광역시,126.880169,35.106214
541,L310075,송정사랑병원사거리,광주광역시,126.796886,35.134789
542,L310053,송정역,광주광역시,126.789685,35.134543
543,L310027,송정유림마을,광주광역시,126.777912,35.101437
544,L310089,수완골웃교,광주광역시,126.819245,35.202665
545,L310092,수완성덕교사거리,광주광역시,126.823796,35.190413
546,L310111,신가지구입구사거리,광주광역시,126.829475,35.178555
547,L310016,신너릿재입구,광주광역시,126.950336,35.087495
548,L310072,신안교삼거리,광주광역시,126.895925,35.170901
549,L310094,신용교차로,광주광역시,126.866658,35.213917
550,L310019,신우아파트사거리,광주광역시,126.894231,35.140262
551,L310060,쌍촌역사거리,광주광역시,126.873134,35.151559
552,L310005,양동시장사거리,광주광역시,126.902585,35.155611
553,L310021,양림주공사거리,광주광역시,126.915996,35.134367
554,L310087,양산사거리,광주광역시,126.874183,35.211013
555,L310090,어린이교통공원,광주광역시,126.853086,35.217299
556,L310047,연제교차로,광주광역시,126.867,35.206
557,L310013,염주체육관사거리,광주광역시,126.877868,35.137399
558,L310062,영광통사거리,광주광역시,126.794549,35.141
559,L310042,예술고사거리,광주광역시,126.873202,35.181809
560,L310116,오선교차로,광주광역시,126.79334,35.20326
561,L310084,오치사거리,광주광역시,126.905116,35.187043
562,L310046,용두교차로,광주광역시,126.870967,35.224747
563,L310074,용봉IC,광주광역시,126.89862,35.184045
564,L310041,용산IC,광주광역시,126.918236,35.12211
565,L310081,용산교차로,광주광역시,126.892451,35.2391321
566,L310048,우석교,광주광역시,126.856755,35.17288
567,L310088,운남6단지사거리,광주광역시,126.81782,35.179412
568,L310036,운수IC,광주광역시,126.787169,35.160122
569,L310044,운암사거리,광주광역시,126.879364,35.176411
570,L310020,운진각사거리,광주광역시,126.891279,35.14387
571,L310061,운천저수지사거리,광주광역시,126.856313,35.149733
572,L310120,원광대한방병원사거리,광주광역시,126.88675,35.130116
573,L310012,월드컵경기장,광주광역시,126.871624,35.134463
574,L310051,월출교차로,광주광역시,126.881965,35.244804
575,L310006,유동사거리,광주광역시,126.905009,35.156884
576,L310083,일곡교차로,광주광역시,126.901625,35.214617
577,L310076,일곡지구입구,광주광역시,126.899914,35.203191
578,L310007,임동오거리,광주광역시,126.899513,35.158993
579,L310100,장동사거리,광주광역시,126.922164,35.149861
580,L310070,전대입구사거리,광주광역시,126.902887,35.168717
581,L310115,절골,광주광역시,126.781317,35.168738
